@relation pop_failure-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute vconst_corr numeric
@attribute vconst_2 numeric
@attribute vconst_3 numeric
@attribute vconst_4 numeric
@attribute vconst_5 numeric
@attribute vconst_7 numeric
@attribute ah_corr numeric
@attribute ah_bolus numeric
@attribute slm_corr numeric
@attribute efficiency_factor numeric
@attribute tidal_mix_max numeric
@attribute vertical_decay_scale numeric
@attribute convect_corr numeric
@attribute bckgrnd_vdc1 numeric
@attribute bckgrnd_vdc_ban numeric
@attribute bckgrnd_vdc_eq numeric
@attribute bckgrnd_vdc_psim numeric
@attribute Prandtl numeric
@attribute class {0,1}

@data
0.360634,0.556925,0.945831,0.478886,0.732455,0.514809,0.962059,0.918699,0.008675,0.45856,0.378314,0.460947,0.026342,0.246484,0.786376,0.876834,0.963395,0.247352,1
0.35309,0.978045,0.086891,0.813221,0.059969,0.616167,0.968784,0.351887,0.440489,0.600911,0.332797,0.184756,0.250079,0.582907,0.28429,0.492072,0.165954,0.622132,1
0.051139,0.143897,0.63104,0.755259,0.107918,0.984621,0.3757,0.615211,0.480831,0.492444,0.826407,0.588612,0.942385,0.565497,0.72712,0.555718,0.573051,0.872255,1
0.079509,0.202029,0.773045,0.138035,0.020287,0.168691,0.563174,0.32674,0.41197,0.939035,0.443778,0.208443,0.690304,0.945975,0.003303,0.037517,0.065907,0.737049,0
0.137131,0.658133,0.033265,0.091238,0.250893,0.876357,0.491872,0.108677,0.695057,0.163163,0.4964,0.769973,0.431292,0.198959,0.459185,0.162047,0.112627,0.053005,1
0.540401,0.410424,0.8347,0.243395,0.305127,0.121156,0.647221,0.414932,0.405152,0.823819,0.565589,0.970753,0.486602,0.015146,0.37438,0.857957,0.30706,0.011817,1
0.317726,0.609555,0.31924,0.210897,0.668515,0.785814,0.149208,0.822659,0.986475,0.858462,0.051732,0.512994,0.099166,0.714666,0.183294,0.832133,0.990209,0.244312,1
0.324417,0.722005,0.194837,0.926618,0.882286,0.111343,0.338567,0.23102,0.644965,0.751814,0.608322,0.261643,0.618353,0.749152,0.124252,0.705028,0.041664,0.315452,1
0.183744,0.436775,0.285197,0.080729,0.552344,0.258956,0.118418,0.040501,0.978484,0.309113,0.741924,0.962511,0.434823,0.091837,0.390175,0.731021,0.3185,0.14258,1
0.653208,0.432313,0.425895,0.513658,0.125105,0.555701,0.547458,0.879207,0.421663,0.430677,0.406457,0.91734,0.414904,0.343525,0.893623,0.147658,0.298121,0.942337,1
0.532871,0.823057,0.247103,0.312414,0.620693,0.216788,0.877959,0.136746,0.251849,0.68289,0.203422,0.28831,0.834815,0.603993,0.886668,0.69633,0.909746,0.413288,1
0.090859,0.073173,0.164388,0.347881,0.757623,0.882831,0.030363,0.559772,0.864132,0.975606,0.863304,0.822204,0.362931,0.819983,0.674858,0.604953,0.989179,0.913588,1
0.967999,0.64289,0.662691,0.381231,0.457086,0.58654,0.707888,0.449286,0.901252,0.981784,0.958892,0.877329,0.948831,0.083512,0.878293,0.644134,0.224449,0.298532,0
0.709674,0.772621,0.998984,0.192947,0.496588,0.046917,0.462094,0.697733,0.787979,0.453736,0.933097,0.079719,0.222584,0.422372,0.756305,0.398893,0.734286,0.660795,1
0.492784,0.374431,0.071811,0.98126,0.833286,0.748777,0.55535,0.280631,0.460123,0.468688,0.691266,0.195213,0.750324,0.206787,0.119945,0.246486,0.867182,0.802713,1
0.846813,0.389071,0.917538,0.966643,0.781614,0.978428,0.841415,0.914572,0.388996,0.748448,0.876916,0.572426,0.326596,0.072628,0.994925,0.843188,0.078035,0.075326,1
0.677626,0.635622,0.10893,0.616048,0.231644,0.141932,0.066127,0.805503,0.194854,0.53025,0.192482,0.429754,0.810885,0.229135,0.517472,0.622207,0.99682,0.30218,1
0.831474,0.874845,0.219531,0.810824,0.935966,0.745768,0.773287,0.995716,0.396318,0.150941,0.798975,0.999324,0.086957,0.923806,0.216487,0.684345,0.536346,0.00746,1
0.075208,0.787357,0.349529,0.290698,0.884276,0.778898,0.115998,0.009566,0.185434,0.495593,0.788844,0.339755,0.448542,0.393501,0.428493,0.284343,0.467812,0.161009,1
0.53792,0.447024,0.845355,0.175806,0.036491,0.530454,0.752673,0.161861,0.795449,0.918813,0.345988,0.791706,0.761136,0.318337,0.829657,0.389169,0.350453,0.715845,1
0.809249,0.356227,0.011664,0.600156,0.177062,0.126784,0.762843,0.607378,0.465026,0.691055,0.065711,0.37738,0.104692,0.757058,0.950413,0.197452,0.460019,0.305856,1
0.815698,0.587847,0.563081,0.270916,0.761961,0.232717,0.637053,0.201087,0.984952,0.369703,0.849543,0.332208,0.58999,0.481881,0.227199,0.001865,0.680378,0.516919,1
0.776335,0.689034,0.001954,0.707852,0.448408,0.697688,0.415466,0.894919,0.687744,0.783679,0.519708,0.136141,0.239997,0.259738,0.444876,0.522284,0.237648,0.549678,1
0.637742,0.628397,0.125792,0.680667,0.082017,0.254532,0.268967,0.061586,0.110618,0.877393,0.978828,0.910115,0.815303,0.53578,0.541492,0.625765,0.8918,0.625713,0
0.782525,0.063879,0.757474,0.719739,0.952722,0.935454,0.225579,0.90017,0.818227,0.870895,0.002864,0.550663,0.77748,0.977741,0.08313,0.168942,0.070791,0.291947,1
0.736837,0.129865,0.621626,0.8324,0.913514,0.629792,0.000069,0.160463,0,0.647448,0.542022,0.802691,0.237772,0.720995,0.304329,0.364664,0.198807,0.283102,1
0.304675,0.646401,0.214273,0.915733,0.508856,0.250294,0.050493,0.023707,0.935148,0.8441,0.683098,0.336386,0.053788,0.489855,0.881806,0.458871,0.242481,0.810693,1
0.173471,0.549991,0.368623,0.08221,0.722913,0.061467,0.671988,0.494253,0.227756,0.971974,0.314779,0.226511,0.201829,0.186989,0.532188,0.785193,0.28961,0.60768,1
0.276477,0.142824,0.866417,0.581907,0.421053,0.739281,0.5286,0.458565,0.020823,0.903189,0.404687,0.111329,0.28201,0.532027,0.228571,0.499477,0.949455,0.600193,1
0.252069,0.050455,0.883084,0.366223,0.205874,0.179762,0.897951,0.850054,0.657344,0.651468,0.671327,0.728583,0.213826,0.4054,0.263028,0.890778,0.088679,0.988143,1
0.314145,0.223921,0.62722,0.501794,0.686945,0.895494,0.238024,0.05739,0.499561,0.445326,0.339122,0.417846,0.827592,0.772515,0.745055,0.279987,0.202785,0.637807,1
0.853251,0.601606,0.02591,0.006888,0.146491,0.964805,0.044751,0.068274,0.215085,0.159049,0.419297,0.38061,0.157039,0.789217,0.952262,0.685111,0.054301,0.253635,1
0.841838,0.324019,0.655983,0.042184,0.062058,0.370996,0.715474,0.191213,0.090978,0.349061,0.858128,0.356755,0.317306,0.6177,0.463197,0.080388,0.131868,0.390379,1
0.425723,0.985167,0.869761,0.907677,0.329858,0.357097,0.356943,0.048478,0.335381,0.260286,0.724821,0.157521,0.262905,0.883529,0.309775,0.904392,0.880377,0.612126,1
0.994426,0.522707,0.800083,0.843191,0.746239,0.030726,0.828285,0.168739,0.734193,0.29107,0.596661,0.352612,0.898528,0.968389,0.612087,0.393403,0.804733,0.031456,1
0.997644,0.457018,0.791238,0.923121,0.625215,0.890188,0.133187,0.654646,0.063664,0.555885,0.747566,0.927974,0.952823,0.941053,0.768349,0.726291,0.840341,0.179772,1
0.875167,0.692621,0.533725,0.263487,0.387758,0.150134,0.664449,0.601256,1,0.025654,0.364006,0.153894,0.792583,0.958289,0.730619,0.976653,0.913497,0.674984,1
0.547598,0.941621,0.920754,0.051481,0.973744,0.343546,0.891364,0.645486,0.316883,0.540013,0.360143,0.440158,0.4722,0.710014,0.063219,0.325302,0.444558,1,1
0.678341,0.101979,0.260891,0.877736,0.27623,0.826613,0.055426,0.392993,0.850417,0.900072,0.590382,0.023374,0.121729,0.060284,0.917163,0.962075,0.671526,0.559061,1
0.755331,0.341998,0.99049,0.530356,0.504046,0.670111,0.139269,0.283753,0.483282,0.304246,0.720562,0.70616,0.822298,0.107653,0.113817,0.968319,0.658571,0.76374,1
0.858169,0.394484,0.777572,0.858404,0.223765,0.905564,0.668773,0.374081,0.555909,0.847196,0.129949,0.435918,0.451675,0.513069,0.6107,0.312299,0.158309,0.36981,1
0.160936,0.927108,0.309442,0.822921,0.588231,0.027296,0.254767,0.562967,0.468342,0.443009,0.878535,0.410463,0.474167,0.476308,0.346985,0.651523,0.562985,0.427222,1
0.725188,0.161355,0.204294,0.026707,0.429417,0.550802,0.394279,0.832918,0.837007,0.809271,0.274641,0.893803,0.005425,0.999894,0.008812,0.007164,0.783398,0.470515,1
0.687285,0.120287,0.717698,0.586724,0.480726,0.622582,0.161541,0.452143,0.967449,0.279524,0.015069,0.105841,0.551747,0.455954,0.718572,0.052903,0.928954,0.372302,1
0.402022,0.046993,0.995458,0.653357,0.336562,0.288,0.955367,0.658399,0.515746,0.932473,0.04697,0.616606,0.737022,0.413099,0.996846,0.221619,0.424137,0.832239,1
0.580675,0.534857,0.190394,0.286757,0.602861,0.326504,0.124446,0.142328,0.666734,0.793794,0.022005,0.641488,0.762727,0.280627,0.687347,0.259574,0.016428,0.443897,1
0.954643,0.318093,0.146433,0.167305,0.324331,0.559924,0.737825,0.441357,0.276609,0.758383,0.487763,0.244307,0.284195,0.426675,0.325119,0.758576,0.287504,0.403327,1
0.56811,0.945845,0.413136,0.415503,0.70032,0.207193,0.343658,0.860493,0.523613,0.285527,0.078675,0.935004,0.642386,0.131916,0.965917,0.123778,0.55239,0.991052,0
0.449875,0.189754,0.860569,0.89629,0.636667,0.414071,0.905925,0.206466,0.939866,0.705326,0.259082,0.317894,0.003031,0.448523,0.04924,0.442392,0.311681,0.780333,1
0.196579,0.9151,0.007761,0.88445,0.894425,0.398392,0.019671,0.904465,0.593974,0.37843,0.123791,0.989933,0.312455,0.17077,0.713572,0.466203,0.515558,0.704546,1
0.12857,0.114391,0.506457,0.750007,0.65296,0.860522,0.03706,0.69322,0.598573,0.142051,0.712643,0.563305,0.207626,0.911234,0.647931,0.329816,0.721601,0.699919,1
0.768643,0.516425,0.297789,0.043589,0.960042,0.680685,0.208419,0.504931,0.123503,0.037146,0.685363,0.628269,0.073431,0.194397,0.790573,0.107834,0.1411,0.907761,1
0.587826,0.782766,0.402647,0.643555,0.137617,0.495772,0.580162,0.331483,0.770416,0.586194,0.910168,0.95328,0.168893,0.289146,0.666427,0.153096,0.874696,0.950178,1
0.24334,0.484591,0.448306,0.511067,0.735967,0.32087,0.769168,0.887753,0.957421,0.364259,0.61354,0.251065,0.49254,0.644051,0.340563,0.670048,0.544459,0.891834,1
0.719293,0.829875,0.645481,0.954286,0.921285,0.727019,0.806185,0.00311,0.544564,0.425861,0.005155,0.164356,0.695947,0.415974,0.398937,0.414349,0.618743,0.812048,1
0.308237,0.840037,0.946521,0.760452,0.706054,0.302162,0.007432,0.369062,0.699883,0.393287,0.753966,0.295353,0.165552,0.36809,0.48006,0.183147,0.330554,0.855628,1
0.19294,0.795417,0.185291,0.403943,0.233608,0.334134,0.631365,0.517995,0.603696,0.328459,0.285774,0.173965,0.559056,0.337762,0.16199,0.208783,0.261018,0.643912,1
0.292826,0.289664,0.560239,0.391273,0.34198,0.185005,0.824443,0.785459,0.298457,0.319436,0.81536,0.088638,0.398277,0.546443,0.512255,0.984493,0.10921,0.097707,1
0.864225,0.01484,0.551375,0.13101,0.025591,0.795441,0.758247,0.481201,0.753439,0.002875,0.532421,0.950015,0.574307,0.155768,0.31397,0.334665,0.650062,0.09124,1
0.212179,0.697484,0.096484,0.279649,0.219944,0.60305,0.802234,0.402229,0.360072,0.62707,0.234378,0.649177,0.600186,0.442403,0.011635,0.828035,0.594958,0.4064,1
0.975158,0.137197,0.119245,0.182433,0.57734,0.364083,0.517929,0.153236,0.533518,0.06523,0.093664,0.678828,0.266995,0.298988,0.842769,0.945462,0.917627,0.899828,1
0.819314,0.804638,0.933837,0.10464,0.455319,0.849087,0.398658,0.195902,0.149261,0.910307,0.972273,0.259677,0.588057,0.840336,0.780516,0.667901,0.217782,0.866781,1
0.365567,0.92064,0.967691,0.445088,0.475071,0.459243,0.798129,0.347356,0.401094,0.419991,0.622173,0.362739,0.260665,0.153445,0.29202,0.241597,0.408429,0.268102,1
0.369369,0.279991,0.515655,0.533661,0.714946,0.506445,0.719699,0.253525,0.43419,0.224781,0.544646,0.995927,0.886283,0.312561,0.901332,0.17579,0.491236,0.334095,1
0.702646,0.170939,0.330896,0.015722,0.288202,0.4484,0.361414,0.097235,0.32335,0.52107,0.779431,0.44589,0.290657,0.609791,0.638576,0.131532,0.390621,0.569907,1
0.115529,0.846539,0.281363,0.933595,0.084958,0.837943,0.301514,0.263861,0.972151,0.69899,0.584573,0.922429,0.722082,0.380549,0.016478,0.722496,0.338884,0.079297,1
0.105696,0.168567,0.613727,0.700873,0.04024,0.475354,0.943115,0.984377,0.305562,0.924571,0.658839,0.534602,0.300252,0.85933,0.410683,0.26696,0.884808,0.212129,1
0.457595,0.059205,0.437795,0.522014,0.802639,0.443325,0.433592,0.388047,0.911195,0.031308,0.895892,0.213372,0.389284,0.933215,0.215314,0.661662,0.033658,0.35523,1
0.810118,0.838194,0.072472,0.590459,0.869237,0.351828,0.387504,0.188165,0.536563,0.732056,0.005448,0.662175,0.223748,0.84273,0.047782,0.330545,0.255742,0.565521,1
0.369961,0.988849,0.169745,0.983821,0.068013,0.281082,0.612859,0.321516,0.543298,0.282337,0.261533,0.738597,0.776895,0.194848,0.606474,0.752093,0.09402,0.666885,1
0.714746,0.79296,0.791081,0.908683,0.863841,0.387521,0.592078,0.882927,0.622585,0.836731,0.256908,0.459443,0.401212,0.036905,0.592086,0.433128,0.407575,0.175687,1
0.968332,0.541693,0.132352,0.853339,0.629346,0.924392,0.772051,0.943562,0.378457,0.125307,0.476599,0.99959,0.162639,0.952225,0.820464,0.954896,0.494325,0.607567,1
0.750137,0.176764,0.4281,0.632206,0.017137,0.862003,0.023943,0.126117,0.924753,0.649121,0.281356,0.872544,0.641582,0.827181,0.223478,0.651943,0.800457,0.229466,1
0.641947,0.721479,0.934441,0.438084,0.375729,0.30815,0.78415,0.138491,0.896923,0.109769,0.319884,0.464156,0.968287,0.017404,0.249513,0.25356,0.621764,0.897664,0
0.772922,0.033634,0.100918,0.518955,0.513431,0.425155,0.26777,0.323216,0.32657,0.382746,0.690892,0.786987,0.517521,0.388499,0.108836,0.561651,0.100836,0.162425,1
0.048751,0.137094,0.976816,0.784646,0.494639,0.947165,0.003037,0.849113,0.583544,0.167632,0.904825,0.262577,0.90223,0.664951,0.697732,0.638039,0.029764,0.745181,1
0.591965,0.051297,0.066021,0.208703,0.595906,0.889846,0.288537,0.28385,0.548304,0.620122,0.644395,0.76119,0.71723,0.190604,0.850201,0.306073,0.27709,0.403959,1
0.392336,0.548497,0.844913,0.543109,0.605971,0.906919,0.092357,0.104389,0.442625,0.265257,0.545873,0.964387,0.286236,0.052558,0.63928,0.670443,0.668483,0.032642,1
0.649845,0.147782,0.686937,0.979357,0.253745,0.686424,0.435375,0.447172,0.715819,0.599704,0.055765,0.390728,0.334855,0.265273,0.4292,0.841277,0.30407,0.823177,1
0.153896,0.465695,0.53226,0.959747,0.682738,0.92517,0.732303,0.278003,0.168251,0.128703,0.928367,0.202927,0.91028,0.296797,0.395304,0.972507,0.054151,0.63853,1
0.373987,0.654772,0.356062,0.039951,0.109984,0.150145,0.751793,0.874565,0.213872,0.789345,0.980885,0.115142,0.357973,0.754647,0.850661,0.982446,0.845589,0.393468,1
0.449462,0.88703,0.98305,0.494516,0.407993,0.047168,0.802622,0.242641,0.495418,0.975512,0.360044,0.528892,0.962232,0.907525,0.775223,0.687586,0.766279,0.018006,1
0.757255,0.894175,0.492193,0.66106,0.702868,0.240966,0.741005,0.809874,0.894072,0.245584,0.622337,0.77162,0.748273,0.668568,0.317374,0.183687,0.679192,0.530429,1
0.820953,0.476992,0.013116,0.989213,0.304758,0.482263,0.031479,0.919909,0.485183,0.258943,0.641359,0.017205,0.419962,0.605041,0.56169,0.116704,0.060081,0.508081,1
0.955268,0.58395,0.433582,0.334258,0.563453,0.0517,0.41809,0.116579,0.461345,0.686721,0.846405,0.685378,0.5439,0.448225,0.283426,0.139325,0.707235,0.37541,0
1,0.731466,0.110204,0.176515,0.875396,0.448141,0.536168,0.225941,0.032527,0.983679,0.785641,0.5931,0.214522,0.75557,0.682235,0.014218,0.221116,0.348692,1
0.118272,0.256106,0.7803,0.509368,0.809723,0.736965,0.793639,0.627547,0.024099,0.251226,0.965711,0.826429,0.115355,0.434398,0.492101,0.71387,0.826912,0.64739,1
0.158521,0.699226,0.217624,0.755833,0.789065,0.485036,0.246301,0.749243,0.707422,0.184898,0.755935,0.944291,0.978534,0.763587,0.176985,0.460579,0.677234,0.757775,1
0.667765,0.022013,0.342795,0.382566,0.763229,0.263242,0.595491,0.716488,0.001281,0.357137,0.967546,0.156299,0.513563,0.696587,0.883833,0.912042,0.215481,0.589549,1
0.917658,0.860588,0.485336,0.950289,0.161907,0.967292,0.56757,0.483578,0.831175,0.156992,0.777099,0.27422,0.307401,0.590779,0.421398,0.525505,0.802673,0.767311,1
0.33507,0.75791,0.176439,0.94635,0.673719,0.369983,0.679395,0.257403,0.552894,0.872074,0.737894,0.77919,0.318051,0.724869,0.932382,0.494703,0.790255,0.598491,1
0.186021,0.592254,0.551692,0.20327,0.987832,0.725087,0.505946,0.204349,0.880493,0.69753,0.155027,0.517297,0.623747,0.476673,0.372652,0.825824,0.660806,0.110364,1
0.510759,0.872657,0.913101,0.716828,0.290862,0.609831,0.069439,0.983014,0.748284,0.296461,0.819947,0.208643,0.22109,0.220148,0.83617,0.644022,0.551234,0.86215,1
0.077587,0.851803,0.124451,0.459813,0.271373,0.05999,0.585472,0.009725,0.067301,0.634578,0.926661,0.423909,0.530616,0.055477,0.086755,0.803847,0.517564,0.297621,1
0.625136,0.94673,0.558,0.653691,0.481468,0.934053,0.600694,0.664558,0.246141,0.164894,0.503327,0.404256,0.681276,0.36809,0.377892,0.518696,0.628177,0.601896,0
0.488921,0.927233,0.756213,0.872109,0.916482,0.476981,0.384935,0.90579,0.133074,0.006443,0.019466,0.056971,0.169384,0.880594,0.23045,0.393986,0.666147,0.00997,1
0.884433,0.656107,0.665424,0.488629,0.687197,0.023332,0.466779,0.501329,0.170548,0.38153,0.708993,0.639926,0.458895,0.796971,0.256322,0.137306,0.514975,0.870371,1
0.894247,0.354391,0.065142,0.253754,0.238764,0.147239,0.252252,0.869271,0.07324,0.612375,0.581618,0.434597,0.552232,0.160746,0.658062,0.854385,0.963441,0.56037,1
0.721985,0.764885,0.848444,0.049647,0.650127,0.235411,0.228475,0.314701,0.818405,0.175208,0.109305,0.491221,0.146136,0.468217,0.433875,0.646971,0.650999,0.95989,1
0.453953,0.582399,0.198767,0.312106,0.718259,0.194556,0.123991,0.976069,0.011358,0.360167,0.44531,0.802875,0.797912,0.271924,0.988854,0.445978,0.454689,0.104828,1
0.050299,0.366323,0.450887,0.736986,0.474402,0.562005,0.08053,0.60347,0.805302,0.346752,0.712784,0.557165,0.984357,0.530279,0.964747,0.93892,0.046908,0.876466,1
0.882376,0.270778,0.442105,0.000683,0.731567,0.58662,0.006868,0.359848,0.560518,0.273313,0.0332,0.105008,0.81451,0.555076,0.552865,0.372044,0.541285,0.131366,1
0,0.64867,0.457319,0.639672,0.968978,0.795785,0.6327,0.639203,0.004798,0.451808,0.860668,0.138747,0.228069,0.166272,0.251228,0.733202,0.480137,0.077541,1
0.800253,0.044773,0.65231,0.596504,0.056091,0.882061,0.973925,0.581901,0.63904,0.33516,0.80147,0.136385,0.783259,0.736085,0.597841,0.70216,0.223402,0.300347,1
0.828558,0.06186,0.937695,0.287327,0.349839,0.312514,0.166459,0.764993,0.127171,0.133694,0.145455,0.958446,0.396787,0.354611,0.687844,0.550237,0.717564,0.630491,1
0.384113,0.276541,0.208296,0.919012,0.591102,0.653412,0.158089,0.455242,0.195723,0.874657,0.891469,0.236279,0.452378,0.747281,0.056243,0.545092,0.07828,0.753959,1
0.242759,0.77417,0.261297,0.08155,0.952379,0.200834,0.330316,0.632407,0.277771,0.538114,0.212555,0.631442,0.818524,0.063541,0.614485,0.112543,0.148236,0.089898,1
0.47576,0.968478,0.881159,0.745756,0.359765,0.512146,0.064785,0.651252,0.702469,0.052378,0.170519,0.366328,0.55892,0.680111,0.977413,0.38856,0.818975,0.307975,1
0.698168,0.279334,0.254439,0.564524,0.995699,0.8162,0.656556,0.726851,0.753906,0.584602,0.553926,0.903388,0.832635,0.30229,0.689288,0.131717,0.401609,0.678622,1
0.103648,0.573384,0.094108,0.720998,0.41936,0.910312,0.917454,0.802365,0.76643,0.952894,0.49649,0.72267,0.725181,0.642469,0.941034,0.172373,0.500972,0.918143,1
0.350741,0.876199,0.504595,0.107804,0.422808,0.230734,0.544517,0.487673,0.975262,0.002056,0.634945,0.447637,0.242821,0.618672,0.651632,0.774712,0.953906,0.619578,1
0.845632,0.610828,0.836163,0.446651,0.977652,0.283812,0.867374,0.109207,0.419885,0.57096,0.956578,0.565097,0,0.201487,0.409208,0.533958,0.253726,0.184071,0
0.688239,0.343921,0.826043,0.417942,0.85962,0.748081,0.874314,0.709407,0.680437,0.753217,0.239608,0.430691,0.371255,0.484045,0.331389,0.43949,0.269488,0.340411,1
0.12858,0.955577,0.689812,0.617029,0.443059,0.259822,0.832136,0.389785,0.967251,1,0.950696,0.702543,0.744458,0.473816,0.499868,0.278585,0.536323,0.333074,1
0.965953,0.041653,0.756675,0.234089,0.709473,0.074037,0.66887,0.292289,0.388682,0.985692,0.941522,0.817975,0.609544,0.207941,0.133865,0.325729,0.605604,0.983599,1
0.133464,0.98035,0.049027,0.794654,0.908618,0.819582,0.294811,0.544811,0.519835,0.944172,0.12869,0.243041,0.442592,0.284343,0.276296,0.515763,0.78488,0.468906,1
0.421275,0.018322,0.363197,0.323132,0.601357,0.773591,0.559064,0.160067,0.607425,0.654252,0.781324,0.979331,0.862623,0.507239,0.079561,0.849535,0.417343,0.685813,1
0.44179,0.197336,0.968869,0.82395,0.212089,0.857463,0.756813,0.740478,0.604617,0.410065,0.531945,0.260014,0.080318,0.07111,0.664389,0.373563,0.485497,0.453228,1
0.735941,0.375462,0.424757,0.708089,0.3151,0.958443,0.235095,0.235889,0.219541,0.231148,0.791253,0.948287,0.416242,0.806972,0.957458,0.108424,0.991139,0.430876,1
0.234069,0.89653,0.299521,0.124083,0.58534,0.831968,0.932786,0.916832,0.492773,0.196633,0.46122,0.471873,0.234491,0.131733,0.312042,0.398462,0.395031,0.366942,1
0.834129,0.087708,0.886359,0.32024,0.131942,0.319361,0.152401,0.816069,0.139429,0.700115,0.875297,0.376782,0.676972,0.977476,0.011107,0.060294,0.84266,0.284584,1
0.14396,0.914252,0.029015,0.238756,0.16848,0.218931,0.576445,0.909135,0.911621,0.138555,0.539981,0.819429,0.199981,0.399107,0.586331,0.798115,0.474414,0.049884,1
0.930567,0.469906,0.390098,0.822322,0.435291,0.875849,0.238889,0.014826,0.096561,0.424693,0.511369,0.278684,0.865826,0.82126,0.918864,0.284221,0.832563,0.149021,1
0.345913,0.010195,0.333389,0.385519,0.221983,0.548762,0.581946,0.701468,0.726863,0.035146,0.189868,0.387037,0.811959,0.246222,0.703761,0.835846,0.873923,0.954223,1
0.245015,0.379463,0.273545,0.024054,0.840725,0.939282,0.631187,0.964344,0.104819,0.932876,0.696544,0.753211,0.011696,0.332492,0.832133,0.621266,0.698178,0.774648,1
0.911769,0.536024,0.566214,0.376661,0.208429,0.542439,0.941841,0.246292,0.657081,0.398015,0.415967,0.91268,0.259027,0.327983,0.46935,0.898814,0.38394,0.29065,1
0.489567,0.806639,0.606883,0.06028,0.73607,0.27589,0.910654,0.861258,0.368613,0.785842,0.222072,0.927105,0.942318,0.462865,0.016028,0.823018,0.977939,0.689191,1
0.56205,0.960386,0.034297,0.225157,0.280452,0.581978,0.986687,0.614553,0.224792,0.502388,0.565426,0.791122,0.719036,0.41157,0.360599,0.503146,0.041791,0.844171,0
0.111387,0.692933,0.402015,0.860421,0.886188,0.5546,0.36764,0.698836,0.646103,0.862676,0.975149,0.859487,0.689237,0.872469,0.187048,0.428141,0.132734,0.523447,1
0.692074,0.48265,0.631659,0.3986,0.822163,0.098958,0.016135,0.672743,0.990097,0.490579,0.314794,0.192391,0.328299,0.926493,0.871413,0.676996,0.31454,0.085006,1
0.331347,0.204251,0.466206,0.292509,0.755827,0.013653,0.522546,0.534945,0.431977,0.758762,0.039595,0.349763,0.637116,0.523797,0.909168,0.36064,0.747886,0.137428,1
0.573522,0.395856,0.446463,0.93609,0.95765,0.403302,0.948567,0.769449,0.779689,0.413306,0.17716,0.399178,0.017218,0.899907,0.339793,0.536025,0.192361,0.19984,1
0.960059,0.342842,0.8905,0.262809,0.930182,0.599144,0.299996,0.989233,0.627337,0.205649,0.322106,0.028462,0.953533,0.449266,0.19255,0.158024,0.573561,0.322798,1
0.948545,0.795648,0.477658,0.120728,0.176492,0.992586,0.450908,0.386672,0.907489,0.553168,0.567395,0.091001,0.048514,0.6281,0.370901,0.566384,0.283168,0.046241,1
0.110538,0.333481,0.906758,0.101343,0.065202,0.635982,0.050627,0.330176,0.458554,0.095992,0.602966,0.922738,0.433337,0.259993,0.218804,0.599576,0.889799,0.004197,1
0.5212,0.435539,0.235098,0.130608,0.124617,0.291903,0.765859,0.659817,0.942487,0.020082,0.484025,0.014908,0.711259,0.891063,0.103128,0.048139,0.705596,0.251458,1
0.469631,0.254207,0.28712,0.815619,0.559223,0.759522,0.499205,0.737999,0.849548,0.735411,0.19875,0.287534,0.649033,0.235166,0.050769,0.145415,0.887402,0.541636,1
0.284208,0.159958,0.180846,0.245371,0.220457,0.86402,0.529157,0.374957,0.154821,0.589551,0.082823,0.894614,0.997637,0.397914,0.296411,0.454831,0.947449,0.569659,1
0.030559,0.990694,0.605443,0.074293,0.445139,0.76438,0.148275,0.346958,0.591628,0.706299,0.13746,0.049902,0.690784,0.108143,0.385404,0.477397,0.424543,0.814754,1
0.026713,0.525853,0.497991,0.898395,0.483912,0.744008,0.07398,0.929405,0.343958,0.292757,0.94761,0.746058,0.789723,0.943924,0.15443,0.680566,0.858531,0.933393,1
0.78177,0.827571,0.406359,0.835464,0.365419,0.26874,0.969512,0.563897,0.292223,0.370983,0.073495,0.129998,0.916239,0.128425,0.423066,0.696981,0.460487,0.055421,0
0.828248,0.669987,0.08438,0.686526,0.285398,0.78341,0.396907,0.440841,0.100076,0.818316,0.1816,0.06873,0.268272,0.146926,0.293128,0.582135,0.93816,0.662068,1
0.731263,0.102863,0.572339,0.846125,0.846991,0.62229,0.560952,0.04062,0.395177,0.882227,0.122914,0.407971,0.034442,0.31229,0.724597,0.486143,0.114594,0.781464,1
0.707464,0.747058,0.996482,0.085939,0.053839,0.029656,0.84308,0.2084,0.080142,0.391615,0.400615,0.851663,0.342285,0.985091,0.411324,0.21969,0.736108,0.94917,1
0.407529,0.097312,0.257648,0.496207,0.024523,0.871715,0.317527,0.856341,0.971096,0.848837,0.266487,0.767843,0.410755,0.602293,0.324521,0.263238,0.023868,0.695837,1
0.396368,0.185617,0.912277,0.994638,0.101068,0.897649,0.965144,0.546546,0.350074,0.779185,0.418797,0.671103,0.073539,0.707677,0.23416,0.442433,0.638464,0.61278,1
0.860447,0.123566,0.53615,0.189887,0.453522,0.103122,0.518876,0.075464,0.644398,0.677662,0.273502,0.418959,0.467787,0.386148,0.858099,0.960055,0.038081,0.315048,1
0.28271,0.39995,0.634624,0.158017,0.347843,0.802458,0.7973,0.950264,0.424183,0.851938,0.031318,0.489271,0.630835,0.176953,0.061055,0.207783,0.121276,0.426134,1
